title,price,location,link
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 190.000,"Araraquara, Jardim Brasil (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1474642994
"Apartamentos de alto padrão na Vila Sedenho, Araraquara",R$ 150.000,"Araraquara, Jardim São Rafael II",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamentos-de-alto-padrao-na-vila-sedenho-araraquara-1474642987
Venda de Casas / Condomínio na cidade de Araraquara,R$ 2.800.000,"Araraquara, Jardim Salto Grande",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-condominio-na-cidade-de-araraquara-1474643000
"Sobrado à venda, Residencial Quinta das Laranjeiras, Araraquara, SP",R$ 3.600.000,"Araraquara, Residencial e Comercial Quinta das Laranjeiras",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/sobrado-a-venda-residencial-quinta-das-laranjeiras-araraquara-sp-1474641298
Venda-Apartamento-Araraquara-Parque Residencial Iguatemi,R$ 155.000,"Araraquara, Parque Residencial Iguatemi",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-apartamento-araraquara-parque-residencial-iguatemi-1474615679
Venda-Apartamento-Araraquara-Vila Melhado,R$ 390.000,"Araraquara, Vila Melhado",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-apartamento-araraquara-vila-melhado-1474615618
Venda-Casa-Araraquara-Jardim Santa Clara (Vila Xavier),R$ 450.000,"Araraquara, Jardim Santa Clara (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-casa-araraquara-jardim-santa-clara-vila-xavier-1474615363
"Casa com 3 dormitórios à venda, 130 m² por R$ 690.000,00 - Parque Laranjeiras - Araraquara",R$ 690.000,"Araraquara, Parque Laranjeiras",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-3-dormitorios-a-venda-130-m-por-r-690-000-00-parque-laranjeiras-araraquara-1474610199
Casa para venda possui 90 metros quadrados com 3 quartos,R$ 450.000,"Araraquara, Jardim América (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-para-venda-possui-90-metros-quadrados-com-3-quartos-1472282470
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 87.819,"Araraquara, Jardim Residencial Paraíso",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1474580211
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 90.746,"Araraquara, Campos Ville",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1474580162
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 72.988,"Araraquara, Jardim América (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1474579117
CASA A VENDA - VENDO OU TROCO,R$ 170.000,"Araraquara, Parque Residencial Jardim do Valle",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-a-venda-vendo-ou-troco-1474464541
Casa Victorio de Santi I - Araraquara/SP,R$ 180.000,"Araraquara, Conjunto Habitacional Victório de Santi",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-victorio-de-santi-i-araraquara-sp-1474440012
Apartamento para venda possui 48 metros quadrados com 2 quartos em Centro - Araraquara - S,R$ 255.000,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-para-venda-possui-48-metros-quadrados-com-2-quartos-em-centro-araraquara-s-1454128767
LINDA CASA TÉRREA - CONDOMÍNIO RESIDENCIAL PIEMONTE,R$ 795.000,"Araraquara, Jardim Residencial Maggiore",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/linda-casa-terrea-condominio-residencial-piemonte-1474328528
Linda Casa a venda em Araraquara - SP,R$ 350.000,"Araraquara, Parque Igaçaba",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/linda-casa-a-venda-em-araraquara-sp-1474300453
Oportunidade incrível-Apartamento à venda,R$ 149.000,"Araraquara, Solidariedade",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-incrivel-apartamento-a-venda-1474296665
Parque das Pitangueiras,R$ 295.000,"Araraquara, Jardim das Flores",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/parque-das-pitangueiras-1474276541
"Chácara de 4000m² com duas casas, piscina e muito verde",R$ 790.000,"Araraquara, Chácara Flora Araraquara",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/chacara-de-4000m-com-duas-casas-piscina-e-muito-verde-1453350858
Venda de Casas / Padrão na cidade de Araraquara,R$ 260.000,"Araraquara, Jardim Victório Antônio de Santi II",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-padrao-na-cidade-de-araraquara-1474120318
Venda de Casas / Padrão na cidade de Araraquara,R$ 1.600.000,"Araraquara, Parque Residencial Iguatemi",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-padrao-na-cidade-de-araraquara-1474120312
Venda de Casas / Condomínio na cidade de Araraquara,R$ 350.000,"Araraquara, Condomínio Buona Vita",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-condominio-na-cidade-de-araraquara-1474120299
Venda de Casas / Padrão na cidade de Araraquara,R$ 565.000,"Araraquara, Jardim Residencial Maggiore",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-padrao-na-cidade-de-araraquara-1474099957
Venda de Casas / Padrão na cidade de Araraquara,R$ 145.000,"Araraquara, Parque Residencial Vale do Sol",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-padrao-na-cidade-de-araraquara-1474099947
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 1.090.000,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1474099530
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 689.000,"Araraquara, Vila Cidade Industrial (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1474099375
Venda de Casas / Condomínio na cidade de Araraquara,R$ 175.000,"Araraquara, Jardim Residencial Vale do Campo",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-condominio-na-cidade-de-araraquara-1474098436
"Apartamento com excelente localização, próximo a comércios e escolas.",R$ 130.290,"Araraquara, Jardim Residencial Paraíso",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-com-excelente-localizacao-proximo-a-comercios-e-escolas-1474086791
"Casa com excelente localização, próximo a supermercados e comércios.",R$ 889.010,"Araraquara, Jardim Tabapuã (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-excelente-localizacao-proximo-a-supermercados-e-comercios-1474086734
"Apartamentos unificados, com 414 mts² de área útil, no centro da cidade.",R$ 134.760,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamentos-unificados-com-414-mts-de-area-util-no-centro-da-cidade-1474086544
"Apartamento com excelente localização, próximo a comércios e escolas.",R$ 159.440,"Araraquara, Vila Harmonia",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-com-excelente-localizacao-proximo-a-comercios-e-escolas-1474086483
"Casa à venda, 170 m² por R$ 690.000,00 - Campos Ville - Araraquara/SP",R$ 299.460,"Araraquara, Campos Ville",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-a-venda-170-m-por-r-690-000-00-campos-ville-araraquara-sp-1474083795
Casa de condomínio para venda tem 183 metros quadrados com 3 quartos,R$ 2.299.810,"Araraquara, Residencial Village Damha III",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-para-venda-tem-183-metros-quadrados-com-3-quartos-1435048255
Apartamento com 2 quartos à venda em Jardim Botânico - SP,R$ 1.199.210,"Araraquara, Jardim Botânico",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-com-2-quartos-a-venda-em-jardim-botanico-sp-1474017417
RESIDENCIAL PARQUE DAS TULIPAS,R$ 639.760,"Araraquara, Vila Velosa",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/residencial-parque-das-tulipas-1472225593
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 649.550,"Araraquara, Jardim São Rafael II",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1473995025
Casa de condomínio em Avenida Alberto Santos Dumont - Jardim Dumont - Araraquara/SP,R$ 3.179.300,"Araraquara, Jardim Dumont",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-avenida-alberto-santos-dumont-jardim-dumont-araraquara-sp-1473966418
Casa de condomínio em Avenida Deputado Federal Mário Eugênio - Parque Residencial Damha -,R$ 649.030,"Araraquara, Parque Residencial Damha",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-avenida-deputado-federal-mario-eugenio-parque-residencial-damha-1473965702
Casa de condomínio em Rua Ettore Berti - Residencial Village Damha - Araraquara/SP,R$ 1.149.620,"Araraquara, Residencial Village Damha",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-rua-ettore-berti-residencial-village-damha-araraquara-sp-1473965646
Apartamento em Avenida Maria Lucia Cabrera - Jardim Quitandinha II - Araraquara/SP,R$ 1.489.660,"Araraquara, Jardim Quitandinha II",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-em-avenida-maria-lucia-cabrera-jardim-quitandinha-ii-araraquara-sp-1473964898
Apartamento em Avenida Cristóvão Colombo - Centro - Araraquara/SP,R$ 449.060,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-em-avenida-cristovao-colombo-centro-araraquara-sp-1473964705
Apartamento em Rua Aristides Fernandes - Campos Ville - Araraquara/SP,R$ 380.000,"Araraquara, Campos Ville",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-em-rua-aristides-fernandes-campos-ville-araraquara-sp-1473964752
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 850.000,"Araraquara, Jardim São Rafael II",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1473964726
Casa em Avenida Rubens Botelho Falcão - Jardim Residencial Itália - Araraquara/SP,R$ 72.988,"Araraquara, Jardim Residencial Itália",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-em-avenida-rubens-botelho-falcao-jardim-residencial-italia-araraquara-sp-1473964691
Casa de condomínio em Avenida Deputado Federal Mário Eugênio - Parque Residencial Damha -,R$ 1.099.570,"Araraquara, Parque Residencial Damha",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-avenida-deputado-federal-mario-eugenio-parque-residencial-damha-1473964594
Casa de condomínio em Avenida Oswaldo Gonçalves de Jesus - Condomínio Buona Vita - Araraqu,R$ 2.299.810,"Araraquara, Condomínio Buona Vita",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-avenida-oswaldo-goncalves-de-jesus-condominio-buona-vita-araraqu-1473964320
Sobrado em Avenida Georgina Porfírio Valente - Jardim Residencial Lupo II - Araraquara/SP,R$ 489.480,"Araraquara, Jardim Residencial Lupo II",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/sobrado-em-avenida-georgina-porfirio-valente-jardim-residencial-lupo-ii-araraquara-sp-1473963945
Casa de condomínio em Avenida Deputado Federal Mário Eugênio - Parque Residencial Damha -,R$ 1.199.210,"Araraquara, Parque Residencial Damha",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-avenida-deputado-federal-mario-eugenio-parque-residencial-damha-1473963973
Casa de condomínio em Avenida Deputado Federal Mário Eugênio - Parque Residencial Damha -,R$ 949.390,"Araraquara, Parque Residencial Damha",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-avenida-deputado-federal-mario-eugenio-parque-residencial-damha-1473963686
Casa de condomínio em Avenida Padre Adrianus Cornelis Johannes Vanluyn - Jardim Marialice,R$ 639.760,"Araraquara, Jardim Marialice",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-avenida-padre-adrianus-cornelis-johannes-vanluyn-jardim-marialice-1473963219
Casa em Avenida Professor José Clozel - Jardim Morumbi - Araraquara/SP,R$ 409.510,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-em-avenida-professor-jose-clozel-jardim-morumbi-araraquara-sp-1473963516
Casa em Avenida José Santiago Torres - Jardim Botânico - Araraquara/SP,R$ 649.550,"Araraquara, Jardim Botânico",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-em-avenida-jose-santiago-torres-jardim-botanico-araraquara-sp-1473961985
Casa em Rua Pedro Álvares Cabral - Jardim Ártico - Araraquara/SP,R$ 449.570,"Araraquara, Jardim Ártico",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-em-rua-pedro-alvares-cabral-jardim-artico-araraquara-sp-1473960187
Casa de condomínio em Avenida Deputado Federal Mário Eugênio - Parque Residencial Damha -,R$ 3.179.300,"Araraquara, Parque Residencial Damha",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-avenida-deputado-federal-mario-eugenio-parque-residencial-damha-1473960203
Apartamento em Rua São Bento - Centro - Araraquara/SP,R$ 529.770,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-em-rua-sao-bento-centro-araraquara-sp-1473959351
Casa em Avenida Paraíba - Jardim Brasil (Vila Xavier) - Araraquara/SP,R$ 649.030,"Araraquara, Jardim Brasil (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-em-avenida-paraiba-jardim-brasil-vila-xavier-araraquara-sp-1473959202
Apartamento em Rua Aristides Fernandes - Campos Ville - Araraquara/SP,R$ 149.840,"Araraquara, Campos Ville",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-em-rua-aristides-fernandes-campos-ville-araraquara-sp-1473959168
Casa de condomínio em Rua Ettore Berti - Residencial Village Damha - Araraquara/SP,R$ 1.149.620,"Araraquara, Residencial Village Damha",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-rua-ettore-berti-residencial-village-damha-araraquara-sp-1473959068
Casa em Avenida Leopoldo Silva - Vila Cidade Industrial (Vila Xavier) - Araraquara/SP,R$ 299.000,"Araraquara, Vila Cidade Industrial (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-em-avenida-leopoldo-silva-vila-cidade-industrial-vila-xavier-araraquara-sp-1473958899
Casa de condomínio em Avenida Luiz Dosualdo - Jardim Imperador - Araraquara/SP,R$ 1.489.660,"Araraquara, Jardim Imperador",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-avenida-luiz-dosualdo-jardim-imperador-araraquara-sp-1473956505
Casa de condomínio em Avenida Deputado Federal Mário Eugênio - Parque Residencial Damha -,R$ 1.629.250,"Araraquara, Parque Residencial Damha",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-em-avenida-deputado-federal-mario-eugenio-parque-residencial-damha-1473956201
Casa em Rua Aramim Meirelles Neto - Residencial Ravena - Araraquara/SP,R$ 449.060,"Araraquara, Residencial Ravena",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-em-rua-aramim-meirelles-neto-residencial-ravena-araraquara-sp-1473955748
Casa de condomínio para venda com 165 metros quadrados com 3 quartos,R$ 1.180.000,"Araraquara, Residencial Village Damha III",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-de-condominio-para-venda-com-165-metros-quadrados-com-3-quartos-1411245272
Venda de Casas / Padrão na cidade de Araraquara,R$ 380.000,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-padrao-na-cidade-de-araraquara-1473937742
Venda de Casas / Padrão na cidade de Araraquara,R$ 350.000,"Araraquara, Jardim Dom Pedro I",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-padrao-na-cidade-de-araraquara-1473937653
Venda de Casas / Condomínio na cidade de Araraquara,R$ 850.000,"Araraquara, Parque Atlanta",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-condominio-na-cidade-de-araraquara-1473937645
"Casa em condomínio à venda na Quinta dos Tipuanas 4 suítes, piscina aquecida e energia so",R$ 2.500.000,"Araraquara, Jardim Imperador",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-em-condominio-a-venda-na-quinta-dos-tipuanas-4-suites-piscina-aquecida-e-energia-so-1473913489
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 72.988,"Araraquara, Jardim América (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1473901818
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 370.000,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1473891614
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 130.000,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1473890698
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 150.000,"Araraquara, Jardim Botânico",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1473890686
"Apartamento com 2 quartos, sendo 1 suíte Centro, Araraquara/SP",R$ 540.000,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-com-2-quartos-sendo-1-suite-centro-araraquara-sp-1473890643
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 340.000,"Araraquara, Vila Xavier (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1473869143
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 220.000,"Araraquara, Vila Santana",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1473869050
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 430.000,"Araraquara, Vila Harmonia",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1473869049
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 3.650.000,"Araraquara, Jardim Botânico",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1473868994
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 250.000,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1473868918
Venda de Casas / Padrão na cidade de Araraquara,R$ 240.000,"Araraquara, Parque São Paulo (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-padrao-na-cidade-de-araraquara-1473868882
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 440.000,"Araraquara, Parque Atlanta",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1473868879
Venda de Casas / Condomínio na cidade de Araraquara,R$ 1.250.000,"Araraquara, Jardim Marialice",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-condominio-na-cidade-de-araraquara-1473868881
"Sobrado à venda, Residencial Quinta das Laranjeiras, Araraquara, SP",R$ 91.657,"Araraquara, Residencial e Comercial Quinta das Laranjeiras",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/sobrado-a-venda-residencial-quinta-das-laranjeiras-araraquara-sp-1473867297
"Casa à venda, Residencial Quinta das Laranjeiras, Araraquara, SP",R$ 700.000,"Araraquara, Residencial e Comercial Quinta das Laranjeiras",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-a-venda-residencial-quinta-das-laranjeiras-araraquara-sp-1473867301
"Casa à venda, Residencial Quinta das Laranjeiras, Araraquara, SP",R$ 120.882,"Araraquara, Residencial e Comercial Quinta das Laranjeiras",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-a-venda-residencial-quinta-das-laranjeiras-araraquara-sp-1473867291
Casa Padrão em Araraquara,R$ 125.000,"Araraquara, Jardim Roberto Selmi Dei",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-padrao-em-araraquara-1473861127
Apartamento Padrão em Araraquara,R$ 120.882,"Araraquara, Jardim América (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-padrao-em-araraquara-1473861162
Oportunidade!,R$ 87.819,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-1473860985
Apartamento Apartamento sem condomínio em Araraquara,R$ 235.000,"Araraquara, Jardim Residencial Paraíso",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/apartamento-apartamento-sem-condominio-em-araraquara-1473860772
"Casa em condomínio fechado, com excelente localização.",R$ 430.000,"Araraquara, Jardim Santa Rosa",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-em-condominio-fechado-com-excelente-localizacao-1473860710
Sobrado com 4 quartos à venda em Centro - SP,R$ 87.819,"Araraquara, Centro",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/sobrado-com-4-quartos-a-venda-em-centro-sp-1473760020
Sobrado com 4 quartos à venda ou para locação em Altos Do Jaraguá - SP,R$ 120.882,"Araraquara, Altos do Jaraguá",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/sobrado-com-4-quartos-a-venda-ou-para-locacao-em-altos-do-jaragua-sp-1473759986
Imóvel para venda com 39 metros quadrados com 2 quartos em Jardim Quitandinha II - Araraqu,R$ 1.180.000,"Araraquara, Jardim Quitandinha II",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/imovel-para-venda-com-39-metros-quadrados-com-2-quartos-em-jardim-quitandinha-ii-araraqu-1473726278
Imóvel para venda tem 43 metros quadrados com 2 quartos,R$ 540.000,"Araraquara, Jardim Residencial Paraíso",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/imovel-para-venda-tem-43-metros-quadrados-com-2-quartos-1473721421
Venda-Casa de condomínio-Araraquara-Residencial Village Damha III,R$ 140.000,"Araraquara, Residencial Village Damha III",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-casa-de-condominio-araraquara-residencial-village-damha-iii-1473703473
CASA TÉRREA NO CARMO - 03 DORMITÓRIOS COM EDÍCULA E QUINTAL,R$ 100.440,"Araraquara, Jardim do Carmo",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-terrea-no-carmo-03-dormitorios-com-edicula-e-quintal-1473702441
MARAVILHOSA CASA SOBRADO - CONDOM FLAMBOYANTS,R$ 1.370.000,"Araraquara, Jardim dos Flamboyants",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/maravilhosa-casa-sobrado-condom-flamboyants-1473702466
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 120.882,"Araraquara, Jardim São Rafael I",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1473696420
Venda de Casas / Padrão na cidade de Araraquara,R$ 799.000,"Araraquara, Jardim Morada do Sol (Vila Xavier)",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-padrao-na-cidade-de-araraquara-1473667862
Venda de Casas / Padrão na cidade de Araraquara,R$ 125.000,"Araraquara, Parque Laranjeiras",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-casas-padrao-na-cidade-de-araraquara-1473666725
Casa à venda no Quitandinha 3 dormitórios e 2 vagas cobertas - Araraquara,R$ 286.000,"Araraquara, Vila Bela Vista",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-a-venda-no-quitandinha-3-dormitorios-e-2-vagas-cobertas-araraquara-1473634670
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 120.882,"Araraquara, Jardim São Rafael I",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1473624105
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 90.746,"Araraquara, Campos Ville",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1473621191
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 87.819,"Araraquara, Jardim Residencial Paraíso",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1473620618
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 120.882,"Araraquara, Jardim São Rafael I",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1473620503
Excelente Apartamento no Portal Caminhos de Cordoba,R$ 235.000,"Araraquara, Jardim dos Oitis",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/excelente-apartamento-no-portal-caminhos-de-cordoba-1473619084
Venda de Apartamentos / Padrão na cidade de Araraquara,R$ 250.000,"Araraquara, Jardim Nova América",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/venda-de-apartamentos-padrao-na-cidade-de-araraquara-1473608904
?CASA A VENDA NO BAIRRO MELHADO - OPORTUNIDADE ?,R$ 430.000,"Araraquara, Vila Melhado",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-a-venda-no-bairro-melhado-oportunidade-1473605419
Oportunidade Única em ARARAQUARA - SP | Tipo: Apartamento | Negociação: Venda Direta Onlin,R$ 90.746,"Araraquara, Campos Ville",https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-unica-em-araraquara-sp-tipo-apartamento-negociacao-venda-direta-onlin-1473601206
