preco,area_m2,quartos,banheiros,vagas,localizacao,imovel
450000.0,171,3.0,2.0,1.0,"Vila Nossa Senhora do Carmo, Araraquara",Casa
295000.0,54,2.0,1.0,1.0,"Vila Velosa, Araraquara",Apartamento
360000.0,97,3.0,2.0,1.0,"Vila Melhado, Araraquara",Apartamento
470000.0,154,3.0,1.0,2.0,"Jardim Arangá, Araraquara",Casa
140000.0,44,2.0,1.0,1.0,"Doutor Tancredo de Almeida Neves, Araraquara",Apartamento
375000.0,58,2.0,2.0,1.0,"Cidade Jardim, Araraquara",Apartamento
170000.0,40,2.0,1.0,1.0,"Jardim Quitandinha II, Araraquara",Apartamento
280000.0,97,2.0,1.0,1.0,"Jardim dos Oitis, Araraquara",Casa
850000.0,146,3.0,4.0,3.0,"Vila Yamada, Araraquara",Apartamento
490000.0,204,3.0,2.0,3.0,"Centro, Araraquara",comercial
160000.0,54,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
180000.0,44,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
330000.0,61,2.0,1.0,1.0,"Jardim dos Manacás, Araraquara",Apartamento
200000.0,64,2.0,1.0,1.0,"Vila Melhado, Araraquara",Apartamento
160000.0,44,2.0,1.0,1.0,"Jardim Califórnia, Araraquara",Apartamento
155000.0,55,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
470000.0,249,3.0,2.0,2.0,"Jardim Cruzeiro do Sul I e II, Araraquara",comercial
140000.0,39,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
490000.0,72,3.0,2.0,2.0,"Jardim Nova Araraquara, Araraquara",Apartamento
150000.0,56,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
124900.0,49,2.0,1.0,1.0,"Doutor Tancredo de Almeida Neves, Araraquara",Apartamento
267500.0,51,2.0,1.0,1.0,"Jardim Bandeirantes, Araraquara",Apartamento
250000.0,110,2.0,1.0,1.0,"Jardim Residencial Silvestre, Araraquara",Casa
165000.0,44,2.0,1.0,1.0,"Altos do Jaraguá, Araraquara",Apartamento
330000.0,65,3.0,2.0,1.0,"Jardim Viaduto (Vila Xavier), Araraquara",Apartamento
185000.0,40,2.0,1.0,1.0,"Jardim Brasília (Vila Xavier), Araraquara",Apartamento
350000.0,228,2.0,2.0,4.0,"Jardim Indaiá, Araraquara",comercial
430000.0,57,2.0,2.0,1.0,"Vila Santana, Araraquara",Apartamento
170000.0,49,2.0,1.0,1.0,"Jardim Califórnia, Araraquara",Apartamento
490000.0,173,2.0,3.0,4.0,"Vila José Bonifácio, Araraquara",comercial
160000.0,49,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
145000.0,53,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
160000.0,49,2.0,1.0,1.0,"Jardim Quitandinha, Araraquara",Apartamento
800000.0,184,3.0,4.0,2.0,"Villa Dei Fiori Residencial, Araraquara",condomínio
160000.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
360000.0,99,4.0,1.0,2.0,"Jardim Portugal, Araraquara",Cobertura
330000.0,53,2.0,2.0,1.0,"Residencial Cambuy, Araraquara",Apartamento
350000.0,96,2.0,1.0,2.0,"Jardim Águas do Paiol, Araraquara",Casa
130000.0,47,1.0,1.0,1.0,"Jardim das Roseiras, Araraquara",Apartamento
255000.0,57,2.0,2.0,1.0,"Vila Xavier (Vila Xavier), Araraquara",Apartamento
128162.0,48,2.0,1.0,1.0,"Residencial Quinta das Oliveiras, Araraquara",Apartamento
224000.0,240,3.0,2.0,1.0,"Jardim Viaduto (Vila Xavier), Araraquara",comercial
360000.0,90,2.0,1.0,2.0,"Jardim São Jorge, Araraquara",Casa
260000.0,69,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
170000.0,46,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
715000.0,92,2.0,3.0,2.0,"Vila Harmonia, Araraquara",Apartamento
125000.0,39,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
165000.0,48,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
240000.0,80,2.0,1.0,1.0,"Vila Santa Maria (Vila Xavier), Araraquara",Casa
145000.0,46,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
300000.0,145,3.0,1.0,2.0,"Centro, Araraquara",comercial
149840.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
650000.0,298,3.0,2.0,2.0,"Jardim Residencial Iedda, Araraquara",comercial
135000.0,39,2.0,1.0,1.0,"Jardim Quitandinha II, Araraquara",Apartamento
330000.0,52,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
200000.0,50,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
180000.0,53,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
145000.0,44,2.0,1.0,1.0,"Jardim Residencial Elvio Lupo, Araraquara",Apartamento
150000.0,47,2.0,1.0,1.0,"Jardim Europa (Vila Xavier), Araraquara",Apartamento
180000.0,49,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
125000.0,49,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
167000.0,51,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
155000.0,46,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
150000.0,49,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
137800.0,39,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
520000.0,210,3.0,3.0,2.0,"Jardim das Flores, Araraquara",Casa
280000.0,189,2.0,1.0,2.0,"Jardim Roberto Selmi Dei, Araraquara",Casa
168000.0,54,2.0,1.0,1.0,"Vila Furlan, Araraquara",Apartamento
480000.0,57,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
170000.0,47,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
200000.0,71,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
245000.0,48,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
170220.0,57,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
519000.0,186,3.0,1.0,3.0,"Jardim Tabapuã (Vila Xavier), Araraquara",comercial
170000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
335500.0,50,2.0,1.0,1.0,"Jardim Bandeirantes, Araraquara",Apartamento
150000.0,47,2.0,1.0,1.0,"Jardim Quitandinha, Araraquara",Apartamento
189000.0,68,2.0,1.0,1.0,"Altos do Jaraguá, Araraquara",Apartamento
220000.0,55,2.0,1.0,1.0,"Jardim Brasil (Vila Xavier), Araraquara",Apartamento
185000.0,48,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
450000.0,110,3.0,2.0,2.0,"Vila Harmonia, Araraquara",Casa
250000.0,40,1.0,2.0,2.0,"Jardim Adalberto Frederico de Oliveira Roxo I, Araraquara",comercial
350000.0,96,2.0,2.0,1.0,"Jardim Ana Adelaide, Araraquara",Casa
130000.0,58,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
180000.0,122,3.0,1.0,1.0,"Parque São Paulo (Vila Xavier), Araraquara",Casa
180000.0,44,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
350000.0,61,2.0,2.0,1.0,"Jardim dos Manacás, Araraquara",Apartamento
97778.0,39,2.0,1.0,1.0,"Altos do Jaraguá, Araraquara",Apartamento
280000.0,52,2.0,1.0,1.0,"Vila Velosa, Araraquara",Apartamento
280000.0,63,2.0,1.0,1.0,"Jardim dos Manacás, Araraquara",Apartamento
180000.0,47,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
160000.0,53,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
280000.0,106,2.0,2.0,3.0,"Jardim Nova Araraquara, Araraquara",comercial
240000.0,47,1.0,1.0,1.0,"Centro, Araraquara",Apartamento
150000.0,44,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
250000.0,78,2.0,2.0,1.0,"Jardim Higienópolis, Araraquara",Apartamento
499000.0,193,4.0,4.0,3.0,"Jardim Primor, Araraquara",Casa
398000.0,182,2.0,1.0,4.0,"Parque Laranjeiras, Araraquara",comercial
260000.0,50,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
550000.0,183,3.0,3.0,4.0,"Centro, Araraquara",Casa
360000.0,228,3.0,1.0,3.0,"Jardim Eliana, Araraquara",comercial
140000.0,44,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
149000.0,52,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
165000.0,53,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
250000.0,77,2.0,1.0,1.0,"Parque Gramado (Vila Xavier), Araraquara",Cobertura
430000.0,186,2.0,3.0,1.0,"Jardim Adalberto Frederico de Oliveira Roxo I, Araraquara",comercial
144900.0,47,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
205000.0,47,2.0,1.0,1.0,"Jardim São Rafael I, Araraquara",Apartamento
450000.0,63,2.0,2.0,2.0,"Centro, Araraquara",Apartamento
695000.0,234,3.0,4.0,4.0,"Jardim Nova América, Araraquara",Casa
350000.0,101,1.0,2.0,3.0,"Residencial Santa Luzia, Araraquara",comercial
320000.0,151,2.0,2.0,1.0,"Vila Sedenho, Araraquara",comercial
180000.0,43,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
340000.0,62,2.0,3.0,1.0,"Jardim Bounganville, Araraquara",Apartamento
250000.0,93,2.0,1.0,1.0,"Vila Xavier (Vila Xavier), Araraquara",comercial
275000.0,52,2.0,1.0,1.0,"Jardim Botânico, Araraquara",Apartamento
165000.0,44,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
160000.0,45,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
165000.0,46,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
480000.0,220,3.0,1.0,3.0,"Jardim Europa (Vila Xavier), Araraquara",Casa
290000.0,156,1.0,2.0,2.0,"Centro, Araraquara",comercial
133000.0,89,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
120000.0,55,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
100000.0,39,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
190000.0,43,2.0,1.0,1.0,"Jardim Brasil (Vila Xavier), Araraquara",Apartamento
150000.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
130000.0,63,2.0,1.0,1.0,"Vila Harmonia, Araraquara",Apartamento
180000.0,49,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
130000.0,63,2.0,1.0,1.0,"Vila Harmonia, Araraquara",Apartamento
180000.0,49,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
165000.0,46,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
265000.0,43,3.0,2.0,1.0,"Vila Melhado, Araraquara",Apartamento
477000.0,102,2.0,2.0,1.0,"Vila Harmonia, Araraquara",comercial
90747.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
128000.0,39,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
300000.0,141,2.0,1.0,2.0,"Jardim Santa Clara (Vila Xavier), Araraquara",Casa
120000.0,45,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
200000.0,55,2.0,1.0,1.0,"Jardim Santa Clara (Vila Xavier), Araraquara",Apartamento
520000.0,166,3.0,2.0,1.0,"Jardim Floridiana (Vila Xavier), Araraquara",Casa
390000.0,218,2.0,3.0,2.0,"Jardim Altos do Cecap I e II, Araraquara",comercial
165000.0,39,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
170000.0,51,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
155000.0,49,2.0,1.0,1.0,"Jardim Residencial Elvio Lupo, Araraquara",Apartamento
300000.0,146,2.0,1.0,2.0,"Vila Progresso, Araraquara",Casa
690000.0,155,3.0,2.0,3.0,"Centro, Araraquara",Casa
899000.0,140,3.0,4.0,3.0,"Jardim Morumbi, Araraquara",Apartamento
165000.0,50,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
120000.0,54,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
160000.0,53,2.0,1.0,1.0,"Jardim Quitandinha, Araraquara",Apartamento
149000.0,50,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
250000.0,67,2.0,2.0,1.0,"Jardim Santa Júlia III, Araraquara",Casa
550000.0,139,2.0,2.0,2.0,"Parque Igaçaba, Araraquara",comercial
220000.0,41,2.0,1.0,2.0,"Jardim Roberto Selmi Dei, Araraquara",Casa
320000.0,107,2.0,1.0,2.0,"Jardim Domingos Sávio, Araraquara",comercial
380000.0,184,3.0,2.0,1.0,"Jardim Imperial, Araraquara",comercial
320000.0,65,1.0,2.0,3.0,"Residencial Monte Carlo, Araraquara",comercial
104000.0,48,2.0,1.0,1.0,"Jardim Panorama, Araraquara",Apartamento
230000.0,105,1.0,2.0,1.0,"Parque Laranjeiras, Araraquara",comercial
250000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
150000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
210000.0,87,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
380000.0,179,2.0,1.0,2.0,"Vila Tito de Carvalho (Vila Xavier), Araraquara",Casa
320000.0,60,2.0,1.0,2.0,"Residencial Alamedas II, Araraquara",Casa
320000.0,60,2.0,1.0,2.0,"Residencial Alamedas II, Araraquara",Casa
425000.0,137,3.0,1.0,2.0,"Centro, Araraquara",comercial
165000.0,43,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
180000.0,45,2.0,1.0,1.0,"Parque Atlanta, Araraquara",Apartamento
300000.0,160,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",comercial
340000.0,64,2.0,1.0,1.0,"Residencial Cambuy, Araraquara",Apartamento
250000.0,240,1.0,1.0,2.0,"Jardim Quitandinha, Araraquara",comercial
550000.0,266,3.0,4.0,4.0,"Jardim do Carmo, Araraquara",comercial
350000.0,51,2.0,1.0,1.0,"Jardim Margarida, Araraquara",Apartamento
155000.0,44,2.0,1.0,1.0,"Jardim Califórnia, Araraquara",Apartamento
250000.0,60,2.0,1.0,1.0,"Jardim Roberto Selmi Dei, Araraquara",Casa
198000.0,47,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
390000.0,182,2.0,3.0,3.0,"Jardim Residencial Elvio Lupo, Araraquara",Casa
180000.0,49,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
170000.0,51,2.0,1.0,1.0,"Jardim Residencial Elvio Lupo, Araraquara",Apartamento
160000.0,49,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
320000.0,63,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
120000.0,39,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
160000.0,46,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
255000.0,150,2.0,1.0,2.0,"Jardim São Rafael II, Araraquara",Casa
318000.0,152,3.0,1.0,2.0,"Centro, Araraquara",comercial
1100000.0,448,4.0,5.0,3.0,"Centro, Araraquara",Conjunto
630000.0,129,3.0,2.0,2.0,"Residencial Ravena, Araraquara",Casa
370000.0,109,3.0,1.0,1.0,"Centro, Araraquara",Casa
350000.0,63,2.0,2.0,1.0,"Vila Ferroviária, Araraquara",Apartamento
340000.0,62,2.0,2.0,1.0,"Jardim Magnólias, Araraquara",Apartamento
450000.0,178,2.0,1.0,2.0,"Centro, Araraquara",comercial
165000.0,46,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
300000.0,65,2.0,1.0,1.0,"Vila Ferroviária, Araraquara",Apartamento
150000.0,55,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
590000.0,191,3.0,1.0,2.0,"Jardim do Bosque, Araraquara",Casa
460000.0,57,2.0,2.0,1.0,"Jardim Nova Araraquara, Araraquara",Apartamento
140000.0,50,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
280000.0,70,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
175000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
195000.0,49,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
750000.0,156,3.0,2.0,3.0,"Centro, Araraquara",Casa
320000.0,78,2.0,3.0,1.0,"Vila Furlan, Araraquara",Apartamento
145000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
348000.0,56,2.0,2.0,1.0,"Residencial Cambuy, Araraquara",Apartamento
320000.0,49,2.0,1.0,1.0,"Vila Harmonia, Araraquara",Apartamento
132000.0,55,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
130000.0,42,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
150000.0,55,2.0,1.0,1.0,"Jardim Quitandinha, Araraquara",Apartamento
495000.0,198,1.0,2.0,4.0,"Parque Laranjeiras, Araraquara",comercial
160000.0,53,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
500000.0,161,3.0,2.0,2.0,"Jardim São Jorge, Araraquara",Casa
370000.0,156,3.0,1.0,1.0,"Vila Santa Maria (Vila Xavier), Araraquara",comercial
154850.0,39,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
295000.0,50,2.0,1.0,1.0,"Vila Suconasa, Araraquara",Apartamento
500000.0,64,2.0,2.0,1.0,"Centro, Araraquara",Apartamento
180000.0,49,2.0,1.0,1.0,"Jardim Residencial Elvio Lupo, Araraquara",Apartamento
160000.0,47,2.0,1.0,1.0,"Jardim Europa (Vila Xavier), Araraquara",Apartamento
180000.0,56,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
165000.0,45,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
165000.0,45,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
340000.0,72,2.0,2.0,1.0,"Jardim Magnólias, Araraquara",Apartamento
550000.0,204,3.0,1.0,2.0,"Centro, Araraquara",Casa
550000.0,184,3.0,1.0,4.0,"Jardim Nova América, Araraquara",comercial
127000.0,40,2.0,1.0,1.0,"Parque Residencial Iguatemi, Araraquara",Apartamento
500000.0,104,1.0,1.0,1.0,"Jardim Santa Marta, Araraquara",Chácara
155000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
160000.0,44,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
200000.0,62,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
100000.0,45,2.0,1.0,1.0,"Vila Xavier (Vila Xavier), Araraquara",Apartamento
490000.0,228,3.0,3.0,2.0,"Vila Vieira (Vila Xavier), Araraquara",Casa
140000.0,61,1.0,1.0,1.0,"Vila Sedenho, Araraquara",Apartamento
470000.0,165,3.0,2.0,1.0,"Vila Aracoara, Araraquara",Casa
170000.0,44,2.0,1.0,1.0,"Jardim São Rafael II, Araraquara",Apartamento
150000.0,44,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
190000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
480000.0,87,2.0,1.0,2.0,"Jardim Marialice, Araraquara",condomínio
615000.0,67,2.0,2.0,1.0,"Jardim do Carmo, Araraquara",Apartamento
510000.0,265,3.0,2.0,4.0,"Jardim Silvânia (Vila Xavier), Araraquara",Casa
160000.0,49,2.0,1.0,1.0,"Jardim Residencial Elvio Lupo, Araraquara",Apartamento
700000.0,172,3.0,1.0,2.0,"Vila Harmonia, Araraquara",comercial
320000.0,172,4.0,1.0,3.0,"Jardim Roberto Selmi Dei, Araraquara",Casa
700000.0,172,3.0,1.0,2.0,"Vila Harmonia, Araraquara",comercial
320000.0,172,4.0,1.0,3.0,"Jardim Roberto Selmi Dei, Araraquara",Casa
360000.0,50,2.0,1.0,1.0,"Jardim Bandeirantes, Araraquara",Apartamento
170000.0,55,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
165000.0,44,2.0,1.0,1.0,"Jardim Califórnia, Araraquara",Apartamento
750000.0,255,3.0,4.0,1.0,"Jardim Primavera, Araraquara",Casa
400000.0,133,3.0,1.0,1.0,"Centro, Araraquara",comercial
197250.0,39,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
340000.0,300,2.0,3.0,2.0,"Parque São Paulo (Vila Xavier), Araraquara",comercial
360000.0,239,3.0,1.0,1.0,"Jardim Roberto Selmi Dei, Araraquara",comercial
260000.0,100,3.0,1.0,1.0,"Doutor Tancredo de Almeida Neves, Araraquara",Casa
290000.0,57,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
450000.0,58,2.0,2.0,1.0,"Jardim Nova Araraquara, Araraquara",Apartamento
1199210.0,163,3.0,4.0,4.0,"Parque Residencial Damha, Araraquara",condomínio
160000.0,106,2.0,1.0,1.0,"Parque São Paulo (Vila Xavier), Araraquara",Casa
700000.0,239,4.0,3.0,2.0,"Vila Sedenho, Araraquara",comercial
320000.0,62,2.0,2.0,2.0,"Jardim Bounganville, Araraquara",Apartamento
190000.0,39,2.0,1.0,1.0,"Altos do Jaraguá, Araraquara",Apartamento
265000.0,53,2.0,1.0,1.0,"Jardim Europa (Vila Xavier), Araraquara",Apartamento
250000.0,53,2.0,1.0,1.0,"Vila Melhado, Araraquara",Apartamento
170000.0,43,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
175000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
203000.0,45,2.0,1.0,1.0,"Jardim Indaiá, Araraquara",Apartamento
120000.0,46,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
560000.0,186,2.0,3.0,2.0,"Jardim Adalberto Frederico de Oliveira Roxo I, Araraquara",inteiro
164000.0,51,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
320000.0,52,2.0,1.0,1.0,"Jardim Magnólias, Araraquara",Apartamento
160000.0,49,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
150000.0,45,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
171000.0,49,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
145000.0,44,2.0,1.0,1.0,"Jardim Califórnia, Araraquara",Apartamento
185000.0,47,2.0,1.0,1.0,"Centro, Araraquara",Apartamento
360000.0,123,1.0,2.0,2.0,"Residencial Santa Luzia, Araraquara",comercial
250000.0,48,2.0,1.0,1.0,"Vila Harmonia, Araraquara",Apartamento
150000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
530000.0,85,3.0,1.0,1.0,"Vila Cidade Industrial (Vila Xavier), Araraquara",Apartamento
195000.0,49,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
170000.0,52,2.0,1.0,1.0,"Jardim Brasília (Vila Xavier), Araraquara",Apartamento
165000.0,49,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
150000.0,53,2.0,1.0,1.0,"Jardim Europa (Vila Xavier), Araraquara",Apartamento
180000.0,61,2.0,1.0,1.0,"Vila Esperança (Vila Xavier), Araraquara",Apartamento
450000.0,207,3.0,1.0,2.0,"Vila Xavier (Vila Xavier), Araraquara",Casa
239000.0,47,1.0,1.0,1.0,"Centro, Araraquara",Flat
640000.0,196,4.0,4.0,1.0,"Centro, Araraquara",Casa
140000.0,42,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
320000.0,139,3.0,1.0,3.0,"Jardim Brasil (Vila Xavier), Araraquara",Casa
250000.0,60,2.0,1.0,1.0,"Residencial Cambuy, Araraquara",Apartamento
150000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
341000.0,176,2.0,1.0,3.0,"Chácara Flora Araraquara, Araraquara",Chácara
250000.0,47,2.0,1.0,1.0,"Vila Suconasa, Araraquara",Apartamento
370000.0,150,2.0,1.0,3.0,"Jardim Boa Vista, Araraquara",Casa
155000.0,43,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
270000.0,94,2.0,1.0,2.0,"Parque Igaçaba, Araraquara",Casa
380000.0,98,2.0,2.0,2.0,"Jardim Altos do Cecap I e II, Araraquara",Casa
180000.0,51,2.0,1.0,1.0,"Jardim das Flores, Araraquara",Apartamento
135000.0,49,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
350000.0,299,3.0,3.0,4.0,"Vila José Bonifácio, Araraquara",comercial
230000.0,98,2.0,1.0,2.0,"Jardim Adalberto Frederico de Oliveira Roxo I, Araraquara",Casa
190000.0,53,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
135000.0,44,2.0,1.0,1.0,"Jardim Califórnia, Araraquara",Apartamento
160000.0,49,2.0,1.0,1.0,"Jardim Primor, Araraquara",Apartamento
139000.0,105,1.0,1.0,2.0,"Jardim Esplanada, Araraquara",comercial
455000.0,159,3.0,1.0,2.0,"Vila Vieira (Vila Xavier), Araraquara",Casa
420000.0,155,2.0,3.0,1.0,"Jardim das Estações (Vila Xavier), Araraquara",Casa
130000.0,43,2.0,1.0,1.0,"Solidariedade, Araraquara",Apartamento
300000.0,78,2.0,3.0,1.0,"Vila Furlan, Araraquara",Apartamento
320000.0,63,2.0,3.0,1.0,"Vila Furlan, Araraquara",Apartamento
185000.0,55,2.0,1.0,1.0,"Doutor Tancredo de Almeida Neves, Araraquara",Apartamento
150000.0,94,2.0,1.0,1.0,"Jardim Brasília (Vila Xavier), Araraquara",Apartamento
175000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
160000.0,56,2.0,1.0,1.0,"Jardim Quitandinha II, Araraquara",Apartamento
165000.0,43,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
335110.0,64,2.0,1.0,1.0,"Residencial Cambuy, Araraquara",Apartamento
155000.0,47,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
155000.0,47,2.0,1.0,1.0,"Jardim Residencial Paraíso, Araraquara",Apartamento
148000.0,39,2.0,1.0,1.0,"Jardim Universal, Araraquara",Apartamento
159000.0,43,2.0,1.0,1.0,"Campos Ville, Araraquara",Apartamento
440000.0,230,5.0,3.0,2.0,"Jardim Santa Angelina, Araraquara",comercial
180000.0,67,2.0,2.0,1.0,"Jardim Higienópolis, Araraquara",Apartamento
150000.0,72,2.0,1.0,1.0,"Parque Laranjeiras, Araraquara",Apartamento
480000.0,190,5.0,4.0,1.0,"Centro, Araraquara",comercial
470000.0,175,3.0,2.0,2.0,"Jardim Floridiana (Vila Xavier), Araraquara",Casa
450000.0,241,3.0,2.0,2.0,"Jardim Residencial Itália, Araraquara",Casa
289720.0,52,2.0,1.0,1.0,"Jardim Magnólias, Araraquara",Apartamento
200000.0,39,2.0,1.0,1.0,"Jardim América (Vila Xavier), Araraquara",Apartamento
135000.0,33,1.0,1.0,1.0,"Centro, Araraquara",Apartamento
